time,created_at,from_user_name,from_user_tweetcount,from_user_followercount,from_user_lang,text,source,location,lat,lng,hashtags,urls
1301892037,2011-04-04 05:40:37,"hash_jisin","","","","RT @wombat0111: 記者「わずかな放射能を浴びた水を放出と言っていたが、どういう種類の放射性物質？どのレベル？2号機ピットから出ている水の放射能は増えている？」 http://nico.ms/lv45417086#38:22 #nicojishin #jishin","","",34.341801,132.906998,nicojishin ; jishin,
1301637824,2011-04-01 07:03:44,"kanno1978","","","","RT @dorakichi_oyaji: RT @jishin_bots: 被災者の方が、運転免許証や健康保険証を失った場合の再発行についてまとめました http://goo.gl/cr5SW#eqjp #jishin #hinan #anpi #311care","","",34.709900,136.934006,jishin ; hinan ; anpi ; 311care,
1300476831,2011-03-18 19:33:51,"radish_tw","","","","ニコ生視聴中 : 経済産業省 原子力安全・保安院 記者会見 #nicojishin #jishin http://t.co/Eqcz4rE みてるなう。アリーナ240","","",0.000000,0.000000,nicojishin ; jishin,
1302552469,2011-04-11 21:07:49,"fa9a","","","","石原都知事に散々批判非難した奴はちゃんと投票行ったんだろうか？RT @izmrk 石原慎太郎に投票した人261万人、それ以外の候補に投票した人341万人、投票に行かなかった人443万人。 #tokyo","","",39.286800,141.113007,tokyo,
1300683395,2011-03-21 04:56:35,"tartvpf","","","","RT @mextjapan: （Eng ver）Readings at Monitoring Post out of 20 Km Zone of Fukushima Dai-ichi NPP［13:00 Mar 21 2011］http://bit.ly/ehlSxF #mext #jishin","","",0.000000,0.000000,mext ; jishin,
1302496430,2011-04-11 05:33:50,"rucolita","","","","RT @asahi_apital: 気象庁の土井恵治・地震予知情報課長は「今後もＭ７クラスの余震が一定期間、発生すると考えている」と警戒を呼びかけています。十分ご注意下さい。 RT @asahi: １０分間に震度６弱１回、５弱２回　福島浜通りが震源 http://t.asahi.com/21sf#jishin","","",35.668098,139.772995,,
1300309293,2011-03-16 21:01:33,"shigtom","","","","RT @AmboTakashi: 【重要拡散】女川原発の異常な放射線数値のナゾがわかった。東北電力の情報隠蔽を俺は許さない。福島原発の惨状に隠れて危険な事態が進行していた。原発に避難民がいるにも関わらず。 http://bit.ly/h8LO6E #sendai #miyagi","","",0.000000,0.000000,sendai ; miyagi,
1327660054,2012-01-27 10:27:34,"442694470","","","","RT @fganbal: 1/31（火）ＪＲ池袋駅で『ふくしま・極上の会津冬季観光キャンペーンＩＮ池袋』を開催します！！ #fukushima http://t.co/2mhTplbv @fganbalさんから","","",0.000000,0.000000,fukushima,
1301454783,2011-03-30 04:13:03,"totoron08","","","","RT @jimin_koho: 【野菜を食べて被災地を応援しよう！】党本部の食堂では、原発事故の風評被害に苦しむ農家の方々が端正込めて育てた野菜を積極的に購入し、ランチメニューで提供中です。党本部食堂はどなたでもご利用いただけます。詳しくは→ http://www.jimin.jp/ #jishin #JNSC","","",35.678799,139.740005,jishin ; JNSC,
